id,kidgen,momage,homecog,homeemo,Index1,read,kidagetv,time
3192,1,26,14,13,3,4.9,11.08,3
3192,1,26,14,13,4,5.8,13.08,4
3223,1,26,11,12,1,1.8,6.08,1
3223,1,26,11,12,3,5.5,12.08,3
3239,1,26,13,11,1,2.3,6.67,1
3239,1,26,13,11,2,2.6,8.67,2
3239,1,26,13,11,3,3.1,10.67,3
3239,1,26,13,11,4,4,12.67,4
3247,0,26,12,11,1,3.8,7,1
3247,0,26,12,11,2,6,9,2
3247,0,26,12,11,3,6,11,3
3247,0,26,12,11,4,6.9,13,4
3294,1,26,10,7,1,1.8,6.75,1
3294,1,26,10,7,2,2.2,8.75,2
3294,1,26,10,7,3,5.5,10.75,3
3297,0,26,6,11,1,3.1,7.58,1
3297,0,26,6,11,2,4.3,9.58,2
3297,0,26,6,11,4,5.3,13.58,4
3310,1,26,8,6,1,2.3,7.92,1
3310,1,26,8,6,2,2.5,9.92,2
3310,1,26,8,6,3,2.9,11.92,3
3310,1,26,8,6,4,3.6,13.92,4
3329,1,26,6,6,1,1.7,6,1
3337,0,26,6,11,1,2.4,6.67,1
3337,0,26,6,11,2,4.1,8.67,2
3352,1,27,9,12,1,2.4,6.42,1
3352,1,27,9,12,2,7.4,8.42,2
3352,1,27,9,12,3,5.9,10.42,3
3382,1,25,9,6,1,2.7,6.67,1
3382,1,25,9,6,2,6,8.67,2
3404,1,25,10,8,1,3.4,7.42,1
3404,1,25,10,8,2,5.2,11.42,2
3404,1,25,10,8,3,7.6,13.42,3
3405,0,25,9,12,1,2,6,1
3405,0,25,9,12,2,3.6,8,2
3405,0,25,9,12,3,3.5,10,3
3405,0,25,9,12,4,5.1,12,4
3410,1,25,6,8,1,2,7.08,1
3410,1,25,6,8,2,2.9,9.08,2
3410,1,25,6,8,3,3.8,11.08,3
3410,1,25,6,8,4,4.4,13.08,4
3424,0,25,7,11,1,2.2,6.5,1
3424,0,25,7,11,3,6.4,12.5,3
3443,1,25,11,5,1,1.3,6.58,1
3443,1,25,11,5,2,4.4,8.58,2
3443,1,25,11,5,3,2.4,10.58,3
3483,1,25,9,9,1,2.1,7.58,1
3483,1,25,9,9,2,4.1,9.58,2
3483,1,25,9,9,3,4.2,11.58,3
3483,1,25,9,9,4,4.3,13.58,4
3486,1,25,9,10,1,1.5,6.17,1
3486,1,25,9,10,2,2.6,8.17,2
3486,1,25,9,10,3,5.3,10.17,3
3486,1,25,9,10,4,5.6,12.17,4
3500,1,26,3,9,1,1.2,7.08,1
3500,1,26,3,9,2,2,9.08,2
3500,1,26,3,9,3,3.1,11.08,3
3500,1,26,3,9,4,3.4,13.08,4
3507,1,25,2,9,1,0.1,6.33,1
3507,1,25,2,9,2,2.3,8.33,2
3518,1,25,5,10,1,1.8,6.17,1
3518,1,25,5,10,2,4.1,8.17,2
3518,1,25,5,10,3,5,10.17,3
3518,1,25,5,10,4,5.1,12.17,4
3522,1,25,10,12,1,1.8,6.5,1
3522,1,25,10,12,2,4.9,8.5,2
3522,1,25,10,12,3,5.3,10.5,3
3522,1,25,10,12,4,7.8,12.5,4
3565,0,26,8,6,1,1.4,6,1
3565,0,26,8,6,2,3.3,8,2
3565,0,26,8,6,4,6,12,4
3575,0,26,9,4,1,2.4,7.92,1
3575,0,26,9,4,2,3.2,9.92,2
3575,0,26,9,4,3,4.3,11.92,3
3575,0,26,9,4,4,5.7,13.92,4
3600,0,25,12,12,1,1.9,6.17,1
3600,0,25,12,12,2,3.7,8.17,2
3667,0,25,4,5,1,1.9,6.42,1
3667,0,25,4,5,2,3.4,8.42,2
3667,0,25,4,5,3,3.5,10.42,3
3667,0,25,4,5,4,5,12.42,4
3670,0,24,10,8,1,2.8,7.67,1
3670,0,24,10,8,2,5,9.67,2
3670,0,24,10,8,3,7.5,13.67,3
3677,1,24,8,9,1,1.7,6.17,1
3677,1,24,8,9,2,2.9,8.17,2
3677,1,24,8,9,3,4.9,10.17,3
3677,1,24,8,9,4,6,12.17,4
3690,1,24,9,11,1,1.6,7,1
3690,1,24,9,11,2,3.4,9,2
3690,1,24,9,11,3,4.5,11,3
3690,1,24,9,11,4,5.7,13,4
3706,0,24,8,5,1,2.4,7.17,1
3706,0,24,8,5,2,4.3,9.17,2
3706,0,24,8,5,3,5.5,11.17,3
3706,0,24,8,5,4,5.5,13.17,4
3713,0,24,9,9,1,1.8,6.33,1
3713,0,24,9,9,2,3.8,8.33,2
3713,0,24,9,9,3,5.1,10.33,3
3713,0,24,9,9,4,6.5,12.33,4
3778,1,25,12,10,1,2,6.92,1
3778,1,25,12,10,2,2.3,8.92,2
3778,1,25,12,10,3,6.6,10.92,3
3778,1,25,12,10,4,5.8,12.92,4
3809,0,25,11,11,1,2,6.83,1
3809,0,25,11,11,2,4,8.83,2
3809,0,25,11,11,3,4.7,10.83,3
3809,0,25,11,11,4,6,12.83,4
3813,1,25,10,12,1,1.5,6.17,1
3813,1,25,10,12,2,3.8,8.17,2
3813,1,25,10,12,3,4.6,10.17,3
3813,1,25,10,12,4,6.4,12.17,4
3826,0,25,6,10,1,1.8,6.42,1
3826,0,25,6,10,2,3.1,8.42,2
3826,0,25,6,10,3,4.8,12.42,3
3861,0,24,8,3,1,2.4,7.67,1
3861,0,24,8,3,2,3.9,9.67,2
3861,0,24,8,3,3,4.4,11.67,3
3861,0,24,8,3,4,4.8,13.67,4
3868,0,23,9,10,1,1.8,6.17,1
3868,0,23,9,10,2,3.9,8.17,2
3868,0,23,9,10,3,5.4,10.17,3
3868,0,23,9,10,4,5.8,12.17,4
3910,0,23,6,13,1,2,6.25,1
3910,0,23,6,13,2,3.6,8.25,2
3910,0,23,6,13,3,5.4,10.25,3
3910,0,23,6,13,4,6.1,12.25,4
3915,0,24,9,13,1,2.5,7.08,1
3915,0,24,9,13,2,4.3,9.08,2
3915,0,24,9,13,4,7.9,13.08,4
3948,0,23,7,10,1,1.7,6,1
3948,0,23,7,10,2,3.3,8,2
3948,0,23,7,10,3,4.6,12,3
3960,1,23,8,9,1,3.1,7.67,1
3960,1,23,8,9,2,4.8,9.67,2
3960,1,23,8,9,3,4.8,11.67,3
3960,1,23,8,9,4,6.5,13.67,4
3974,0,23,9,12,1,2.6,6.5,1
3974,0,23,9,12,2,4,8.5,2
3974,0,23,9,12,3,4.8,10.5,3
3974,0,23,9,12,4,5.1,12.5,4
3985,1,24,9,11,1,2.7,7.58,1
3985,1,24,9,11,2,4.5,9.58,2
3985,1,24,9,11,4,7,13.58,4
4054,0,22,4,9,1,2.3,6.58,1
4054,0,22,4,9,3,6,12.58,3
4080,0,22,10,10,1,1.9,6.42,1
4080,0,22,10,10,2,3.1,8.42,2
4080,0,22,10,10,3,4.1,10.42,3
4080,0,22,10,10,4,5.1,12.42,4
4123,0,23,4,8,1,0.4,6.67,1
4131,0,23,6,10,1,2.4,7.08,1
4131,0,23,6,10,2,3.6,9.08,2
4131,0,23,6,10,3,4.2,11.08,3
4131,0,23,6,10,4,4.7,13.08,4
4165,1,22,7,7,1,1.8,6.42,1
4165,1,22,7,7,2,4.1,8.42,2
4165,1,22,7,7,3,5.3,10.42,3
4165,1,22,7,7,4,5.5,12.42,4
4171,1,22,6,9,1,1.4,6.33,1
4171,1,22,6,9,2,2.2,8.33,2
4171,1,22,6,9,3,4,10.33,3
4171,1,22,6,9,4,5.2,12.33,4
4186,1,23,7,11,1,1.8,6.17,1
4186,1,23,7,11,2,3.4,8.17,2
4186,1,23,7,11,3,5.5,10.17,3
4186,1,23,7,11,4,6.4,12.17,4
4247,0,22,5,7,1,0.7,6,1
4247,0,22,5,7,2,2.8,8,2
4247,0,22,5,7,3,3.7,10,3
4247,0,22,5,7,4,4.1,12,4
4451,1,28,10,9,1,2.3,7.33,1
4451,1,28,10,9,2,4.1,9.33,2
4451,1,28,10,9,3,5.7,11.33,3
4451,1,28,10,9,4,6.7,13.33,4
4488,1,28,9,12,1,2.6,6.5,1
4488,1,28,9,12,2,4.2,8.5,2
4488,1,28,9,12,3,5.3,10.5,3
4488,1,28,9,12,4,6.9,12.5,4
4523,1,28,7,10,1,7.2,7.83,1
4523,1,28,7,10,2,5.1,9.83,2
4523,1,28,7,10,3,6.5,11.83,3
4523,1,28,7,10,4,7.6,13.83,4
4528,1,28,9,11,1,2.2,6.17,1
4528,1,28,9,11,2,4.3,8.17,2
4528,1,28,9,11,3,6,10.17,3
4528,1,28,9,11,4,6.3,12.17,4
4560,0,28,10,10,1,2.3,7,1
4560,0,28,10,10,2,3.2,9,2
4560,0,28,10,10,3,4.5,11,3
4560,0,28,10,10,4,5.3,13,4
4581,1,28,8,10,1,1.8,6,1
4581,1,28,8,10,2,5,8,2
4594,1,29,10,10,1,2.6,6.83,1
4594,1,29,10,10,2,4.8,8.83,2
4594,1,29,10,10,3,6.1,10.83,3
4594,1,29,10,10,4,7.4,12.83,4
4612,1,29,9,10,1,1.7,6,1
4612,1,29,9,10,2,4.1,8,2
4612,1,29,9,10,3,5.4,10,3
4612,1,29,9,10,4,7.3,12,4
4669,1,28,9,7,1,4.3,7.33,1
4669,1,28,9,7,2,5.3,9.33,2
4669,1,28,9,7,3,8.4,11.33,3
4669,1,28,9,7,4,7.9,13.33,4
4677,1,29,10,11,1,1.8,6,1
4677,1,29,10,11,2,3.9,8,2
4677,1,29,10,11,3,5.6,10,3
4677,1,29,10,11,4,6.5,12,4
4679,1,28,12,13,1,1.8,6,1
4679,1,28,12,13,2,4.3,8,2
4679,1,28,12,13,3,5.1,10,3
4679,1,28,12,13,4,7.2,12,4
4700,1,28,9,11,1,1.7,6.5,1
4700,1,28,9,11,2,3.1,8.5,2
4700,1,28,9,11,3,5.4,10.5,3
4700,1,28,9,11,4,6.1,12.5,4
4728,1,28,12,10,1,2.7,7.08,1
4728,1,28,12,10,2,4.3,9.08,2
4728,1,28,12,10,3,5.5,11.08,3
4735,1,28,10,12,1,2.8,7.5,1
4735,1,28,10,12,2,4.2,9.5,2
4740,1,29,9,12,1,2.2,7.58,1
4740,1,29,9,12,2,2.9,9.58,2
4740,1,29,9,12,3,3.4,11.58,3
4740,1,29,9,12,4,5.1,13.58,4
4743,0,28,12,12,1,3,7,1
4743,0,28,12,12,2,5.6,9,2
4743,0,28,12,12,3,5.1,11,3
4743,0,28,12,12,4,6.5,13,4
4755,0,28,10,9,1,2,6.17,1
4755,0,28,10,9,2,4.1,8.17,2
4755,0,28,10,9,3,7,10.17,3
4755,0,28,10,9,4,8,12.17,4
4776,1,29,13,12,1,2.1,7.83,1
4776,1,29,13,12,2,4.6,9.83,2
4776,1,29,13,12,3,5.8,11.83,3
4776,1,29,13,12,4,6.8,13.83,4
4794,0,28,13,12,1,2.7,7,1
4794,0,28,13,12,2,4.9,9,2
4794,0,28,13,12,3,5.6,11,3
4794,0,28,13,12,4,6.7,13,4
4808,1,29,10,11,1,3.8,7.5,1
4808,1,29,10,11,2,4.7,9.5,2
4808,1,29,10,11,3,6.3,11.5,3
4808,1,29,10,11,4,6.7,13.5,4
4832,0,28,12,6,1,3.5,6.58,1
4832,0,28,12,6,2,4,8.58,2
4832,0,28,12,6,3,6.1,10.58,3
4832,0,28,12,6,4,6.2,12.58,4
4901,0,28,11,11,1,2.8,7.58,1
4901,0,28,11,11,2,5,9.58,2
4953,1,29,8,5,1,1.8,6.25,1
4953,1,29,8,5,2,5,8.25,2
4976,1,28,9,11,1,1.6,6.42,1
4976,1,28,9,11,2,2.1,8.42,2
5004,1,28,8,8,1,3.7,6.5,1
5004,1,28,8,8,2,5.5,8.5,2
5009,1,28,8,6,1,2,7.75,1
5009,1,28,8,6,2,3.4,9.75,2
5037,1,28,5,12,1,2.9,7.75,1
5037,1,28,5,12,2,5.3,9.75,2
5064,0,29,11,10,1,3.2,7.25,1
5064,0,29,11,10,2,5,9.25,2
5159,0,28,11,12,1,3.5,7.75,1
5159,0,28,11,12,2,4.1,9.75,2
5159,0,28,11,12,3,5.7,11.75,3
5161,1,28,12,9,1,2.7,6.92,1
5161,1,28,12,9,2,4,8.92,2
5161,1,28,12,9,3,5.9,10.92,3
5161,1,28,12,9,4,6.5,12.92,4
5197,0,29,10,8,1,1.8,6.33,1
5197,0,29,10,8,2,3.9,8.33,2
5206,1,29,9,10,1,3.4,7.92,1
5206,1,29,9,10,2,4.4,9.92,2
5278,0,27,6,8,1,1.8,6.17,1
5278,0,27,6,8,2,3.9,8.17,2
5278,0,27,6,8,3,4.7,10.17,3
5278,0,27,6,8,4,5.8,12.17,4
5283,1,27,12,9,1,3.4,7.83,1
5283,1,27,12,9,2,4.6,9.83,2
5283,1,27,12,9,3,5.1,11.83,3
5294,0,27,8,9,1,3.5,6.83,1
5294,0,27,8,9,2,4.8,8.83,2
5294,0,27,8,9,3,5.9,10.83,3
5294,0,27,8,9,4,6.7,12.83,4
5297,0,27,9,11,1,1.7,6.17,1
5297,0,27,9,11,2,4.2,8.17,2
5297,0,27,9,11,3,4.8,10.17,3
5297,0,27,9,11,4,5.6,12.17,4
5302,1,27,8,10,1,1.8,6.83,1
5302,1,27,8,10,2,3.5,8.83,2
5302,1,27,8,10,3,4.8,10.83,3
5326,0,27,13,7,1,2.3,6.67,1
5326,0,27,13,7,2,4.9,8.67,2
5326,0,27,13,7,3,5.9,10.67,3
5326,0,27,13,7,4,6,12.67,4
5355,1,27,9,12,1,1.8,6.33,1
5355,1,27,9,12,2,4.5,8.33,2
5355,1,27,9,12,3,5.6,10.33,3
5355,1,27,9,12,4,6.4,12.33,4
5360,1,27,13,9,1,3.8,7.75,1
5360,1,27,13,9,2,4.8,9.75,2
5360,1,27,13,9,3,5.4,11.75,3
5360,1,27,13,9,4,7.1,13.75,4
5369,1,27,10,12,1,3.2,7.83,1
5369,1,27,10,12,2,3.6,9.83,2
5369,1,27,10,12,3,4.7,11.83,3
5369,1,27,10,12,4,5.9,13.83,4
5411,1,27,13,12,1,2.3,7.58,1
5420,0,27,4,9,1,1.4,6.08,1
5420,0,27,4,9,2,3.6,8.08,2
5420,0,27,4,9,3,5.2,10.08,3
5420,0,27,4,9,4,6,12.08,4
5427,0,27,9,7,1,2.8,7.67,1
5438,0,28,9,11,1,3,6.75,1
5438,0,28,9,11,2,4.1,8.75,2
5438,0,28,9,11,3,5,10.75,3
5438,0,28,9,11,4,5.5,12.75,4
5442,0,27,9,10,1,3.2,7,1
5442,0,27,9,10,2,5.2,9,2
5442,0,27,9,10,3,6.6,11,3
5442,0,27,9,10,4,7.9,13,4
5444,0,27,10,11,1,4.3,7.33,1
5444,0,27,10,11,2,5.6,9.33,2
5444,0,27,10,11,3,5.5,11.33,3
5444,0,27,10,11,4,5.8,13.33,4
5542,1,27,11,11,1,1.8,6.83,1
5542,1,27,11,11,2,2.5,8.83,2
5542,1,27,11,11,3,3.6,10.83,3
5542,1,27,11,11,4,4.7,12.83,4
5572,0,27,12,12,1,4.4,7.58,1
5572,0,27,12,12,2,5.4,9.58,2
5572,0,27,12,12,3,5.8,11.58,3
5572,0,27,12,12,4,6.3,13.58,4
5576,1,27,13,8,1,1.7,6.67,1
5576,1,27,13,8,2,4,8.67,2
5576,1,27,13,8,3,4.9,10.67,3
5576,1,27,13,8,4,5.2,12.67,4
5595,1,27,12,10,1,2.4,6.75,1
5595,1,27,12,10,2,5,8.75,2
5595,1,27,12,10,3,5.7,10.75,3
5595,1,27,12,10,4,6.9,12.75,4
5632,0,28,11,12,1,2,6.17,1
5632,0,28,11,12,2,5.3,8.17,2
5632,0,28,11,12,3,4.7,10.17,3
5641,1,28,10,12,1,2.9,6.83,1
5641,1,28,10,12,2,4.8,8.83,2
5643,0,28,6,10,1,2.1,6.83,1
5674,1,28,8,10,1,1.8,6.42,1
5674,1,28,8,10,2,2.5,8.42,2
5718,0,27,10,11,1,2.5,7.08,1
5718,0,27,10,11,2,4.9,9.08,2
5720,0,27,10,11,1,2,6.67,1
5720,0,27,10,11,2,3.1,8.67,2
5734,0,27,10,11,1,2.1,6.58,1
5734,0,27,10,11,2,3.5,8.58,2
5774,0,28,9,10,1,5.1,7.67,1
5774,0,28,9,10,2,6.2,9.67,2
5776,0,27,10,7,1,2.4,7.75,1
5776,0,27,10,7,2,3,9.75,2
5825,0,27,8,13,1,2,7.58,1
5825,0,27,8,13,2,4,9.58,2
5847,0,27,10,12,1,4.6,8,1
5847,0,27,10,12,2,5.1,10,2
5878,0,27,14,12,1,1.7,6.42,1
5878,0,27,14,12,2,4.6,8.42,2
5878,0,27,14,12,3,5.8,10.42,3
5878,0,27,14,12,4,7.2,12.42,4
5962,0,27,9,11,1,2.8,6.33,1
5962,0,27,9,11,2,4.4,8.33,2
5962,0,27,9,11,3,5.1,10.33,3
5962,0,27,9,11,4,6,12.33,4
6035,1,26,8,8,1,2.3,6.33,1
6035,1,26,8,8,2,4.9,8.33,2
6035,1,26,8,8,4,7.7,12.33,4
6058,1,26,9,10,1,1.8,6.08,1
6058,1,26,9,10,2,2.2,8.08,2
6058,1,26,9,10,4,4,12.08,4
6063,1,26,11,10,1,2,6.58,1
6063,1,26,11,10,2,3.9,8.58,2
6063,1,26,11,10,3,4.9,10.58,3
6063,1,26,11,10,4,7.7,12.58,4
6069,0,26,11,5,1,2.7,7.5,1
6069,0,26,11,5,2,3.4,9.5,2
6069,0,26,11,5,3,4,11.5,3
6069,0,26,11,5,4,4.7,13.5,4
6071,0,27,14,12,1,3.1,7.67,1
6071,0,27,14,12,2,4.9,9.67,2
6071,0,27,14,12,3,6.1,11.67,3
6071,0,27,14,12,4,6.7,13.67,4
6083,0,27,9,12,1,2.3,7.58,1
6096,1,26,8,9,1,1.8,6,1
6096,1,26,8,9,2,3.6,8,2
6096,1,26,8,9,3,4.6,10,3
6096,1,26,8,9,4,4.7,12,4
6171,0,26,9,9,1,2.2,7.17,1
6171,0,26,9,9,2,3.3,9.17,2
6171,0,26,9,9,3,4,11.17,3
6171,0,26,9,9,4,4.2,13.17,4
6244,0,26,11,11,1,3.7,7.92,1
6244,0,26,11,11,2,5,9.92,2
6244,0,26,11,11,3,6.9,11.92,3
6244,0,26,11,11,4,5.7,13.92,4
6246,0,26,10,9,1,3.5,7.92,1
6246,0,26,10,9,2,5.7,9.92,2
6246,0,26,10,9,3,6.1,11.92,3
6246,0,26,10,9,4,6.7,13.92,4
6278,1,26,8,10,1,1.4,6.17,1
6278,1,26,8,10,2,4.1,8.17,2
6278,1,26,8,10,3,5.2,10.17,3
6288,1,26,12,8,1,3.1,6.58,1
6288,1,26,12,8,2,5.4,8.58,2
6288,1,26,12,8,3,6.6,10.58,3
6288,1,26,12,8,4,7.8,12.58,4
6295,1,26,12,7,1,2.2,7,1
6295,1,26,12,7,2,5.3,9,2
6295,1,26,12,7,3,5.7,11,3
6295,1,26,12,7,4,6.1,13,4
6301,0,26,11,13,1,2.2,6.83,1
6301,0,26,11,13,2,4.7,8.83,2
6301,0,26,11,13,3,5.5,10.83,3
6301,0,26,11,13,4,6.6,12.83,4
6303,1,26,8,9,1,3.6,6.75,1
6303,1,26,8,9,2,5.6,8.75,2
6303,1,26,8,9,3,8.3,10.75,3
6303,1,26,8,9,4,7.9,12.75,4
6309,1,26,11,11,1,2.4,7.25,1
6309,1,26,11,11,2,5.2,9.25,2
6309,1,26,11,11,3,5.8,11.25,3
6309,1,26,11,11,4,7.9,13.25,4
6339,1,26,10,12,1,3.9,7.92,1
6339,1,26,10,12,2,4.9,9.92,2
6339,1,26,10,12,3,5.7,11.92,3
6339,1,26,10,12,4,6.5,13.92,4
6349,0,27,6,11,1,2.5,7,1
6349,0,27,6,11,2,5.1,9,2
6349,0,27,6,11,3,5.7,11,3
6349,0,27,6,11,4,6.2,13,4
6368,1,26,9,7,1,3.4,7.08,1
6376,1,27,7,11,1,4.1,7.5,1
6376,1,27,7,11,2,5.6,9.5,2
6376,1,27,7,11,3,5.9,11.5,3
6379,1,26,8,8,1,2.4,7.67,1
6379,1,26,8,8,2,3,9.67,2
6379,1,26,8,8,3,4.1,11.67,3
6395,0,26,11,7,1,2.5,6.58,1
6395,0,26,11,7,2,3.9,8.58,2
6395,0,26,11,7,3,5.3,10.58,3
6395,0,26,11,7,4,5.1,12.58,4
6405,1,27,9,12,1,2.2,7.42,1
6410,0,26,6,11,1,2.2,6.25,1
6410,0,26,6,11,2,5,8.25,2
6410,0,26,6,11,3,6.1,10.25,3
6410,0,26,6,11,4,8.1,12.25,4
6411,1,26,8,9,1,2.1,7.17,1
6411,1,26,8,9,2,3.4,9.17,2
6411,1,26,8,9,3,4.3,11.17,3
6411,1,26,8,9,4,4.4,13.17,4
6414,0,26,12,10,1,2.6,7.08,1
6414,0,26,12,10,2,3.8,9.08,2
6414,0,26,12,10,3,5.8,11.08,3
6414,0,26,12,10,4,6.1,13.08,4
6422,0,26,5,9,1,1.7,6.17,1
6422,0,26,5,9,2,2.1,8.17,2
6422,0,26,5,9,3,2.4,10.17,3
6433,1,27,8,11,1,1.7,6.08,1
6433,1,27,8,11,2,4.4,8.08,2
6433,1,27,8,11,3,4.9,10.08,3
6433,1,27,8,11,4,5.8,12.08,4
6445,0,26,14,11,1,4.6,7.5,1
6445,0,26,14,11,2,5.9,9.5,2
6456,0,26,13,12,1,1.8,6,1
6456,0,26,13,12,2,5.1,8,2
6469,0,26,9,8,1,1.7,6.08,1
6469,0,26,9,8,2,2.5,8.08,2
6476,0,26,12,10,1,1.9,7.33,1
6476,0,26,12,10,2,3,9.33,2
6490,1,26,7,12,1,3.1,7.5,1
6490,1,26,7,12,2,5.1,9.5,2
6529,0,26,7,10,1,5.1,7.83,1
6529,0,26,7,10,2,5.3,9.83,2
6532,0,26,11,7,1,2.4,7,1
6532,0,26,11,7,2,4.2,9,2
6551,1,26,9,9,1,1.2,6.33,1
6551,1,26,9,9,2,4,8.33,2
6583,1,26,11,7,1,2.6,7.83,1
6583,1,26,11,7,2,3.4,9.83,2
6612,0,27,6,11,1,1.9,6.42,1
6612,0,27,6,11,2,3.7,8.42,2
6734,0,27,8,11,1,2.1,6.25,1
6734,0,27,8,11,2,4.7,8.25,2
6734,0,27,8,11,3,7,10.25,3
6734,0,27,8,11,4,8.2,12.25,4
6825,0,25,12,10,1,2.6,8,1
6825,0,25,12,10,2,4.4,10,2
6825,0,25,12,10,3,4.6,12,3
6825,0,25,12,10,4,5,14,4
6853,0,25,11,7,1,2.8,7.67,1
6853,0,25,11,7,2,2.8,9.67,2
6853,0,25,11,7,3,3.9,11.67,3
6853,0,25,11,7,4,4,13.67,4
6874,0,26,11,8,1,2.2,6.25,1
6874,0,26,11,8,2,4.2,8.25,2
6878,1,26,14,10,1,1.9,6.17,1
6878,1,26,14,10,2,4.8,8.17,2
6878,1,26,14,10,3,5.8,10.17,3
6878,1,26,14,10,4,7.4,12.17,4
6907,0,26,9,8,1,1.9,7.42,1
6907,0,26,9,8,2,2.6,9.42,2
6907,0,26,9,8,3,3.9,11.42,3
6907,0,26,9,8,4,4.8,13.42,4
6919,0,26,7,10,1,2.5,6.5,1
6919,0,26,7,10,2,4.3,8.5,2
6919,0,26,7,10,3,6.5,10.5,3
6919,0,26,7,10,4,6,12.5,4
6932,1,25,6,12,1,3.3,7,1
6932,1,25,6,12,2,4.2,9,2
6932,1,25,6,12,3,4.4,11,3
6932,1,25,6,12,4,6.6,13,4
6975,1,25,10,10,1,1.8,6.25,1
6975,1,25,10,10,2,3.6,8.25,2
6997,1,25,6,4,1,3.6,8,1
6997,1,25,6,4,2,5.1,10,2
6997,1,25,6,4,3,5.6,12,3
7045,1,26,12,13,1,3.2,6.42,1
7045,1,26,12,13,2,5,8.42,2
7045,1,26,12,13,3,6.5,10.42,3
7045,1,26,12,13,4,7.2,12.42,4
7119,1,26,12,10,1,3.9,8,1
7185,1,25,6,11,1,1.8,6.08,1
7185,1,25,6,11,2,2.6,8.08,2
7185,1,25,6,11,3,3.1,10.08,3
7185,1,25,6,11,4,4,12.08,4
7201,0,26,12,8,1,4.4,7.5,1
7201,0,26,12,8,2,5.7,9.5,2
7211,1,25,5,9,1,2.2,7.58,1
7211,1,25,5,9,2,3.4,9.58,2
7221,0,25,11,12,1,2.1,6.5,1
7221,0,25,11,12,2,3.8,8.5,2
7236,1,25,9,11,1,5.1,8,1
7236,1,25,9,11,2,6.6,10,2
7242,0,25,12,8,1,3.6,7.75,1
7242,0,25,12,8,2,5.5,9.75,2
7244,1,25,10,10,1,3.5,7.75,1
7247,0,26,9,11,1,2.5,7.75,1
7247,0,26,9,11,2,3.8,9.75,2
7259,0,26,3,4,1,1.9,7.17,1
7259,0,26,3,4,2,3.2,9.17,2
7266,1,25,10,11,1,1.7,6,1
7266,1,25,10,11,2,4.2,8,2
7288,1,26,10,13,1,1.6,6.42,1
7288,1,26,10,13,2,2.5,8.42,2
7290,0,25,5,10,1,1.8,6.08,1
7290,0,25,5,10,2,2.6,8.08,2
7295,0,26,10,6,1,3.1,7,1
7295,0,26,10,6,2,3.7,9,2
7297,1,25,9,8,1,4.7,7.5,1
7297,1,25,9,8,2,5.3,9.5,2
7307,1,25,12,11,1,3.3,6.5,1
7307,1,25,12,11,2,5.4,8.5,2
7311,0,25,11,12,1,4,7.75,1
7311,0,25,11,12,2,5.8,9.75,2
7315,1,25,7,10,1,1.9,7.5,1
7315,1,25,7,10,2,4.6,9.5,2
7325,0,25,8,9,1,1.7,6.25,1
7325,0,25,8,9,2,3.9,8.25,2
7380,0,25,11,11,1,2.2,6.75,1
7380,0,25,11,11,2,2.8,8.75,2
7380,0,25,11,11,3,3.4,10.75,3
7380,0,25,11,11,4,4.5,12.75,4
7388,1,25,8,12,1,1.8,7.83,1
7388,1,25,8,12,2,3.2,9.83,2
7388,1,25,8,12,4,6.5,13.83,4
7424,1,25,5,10,1,4.7,7.58,1
7424,1,25,5,10,2,6,9.58,2
